Gender_Male,Customer Type_disloyal Customer,Type of Travel_Personal Travel,Class_Eco,Class_Eco Plus,satisfaction_satisfied,Age,Flight Distance,Inflight entertainment,Baggage handling,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes
1,1,0,1,0,0,23,337,2,3,2,11,12.0
0,1,0,1,0,1,28,526,3,5,3,0,1.0
1,1,0,0,0,0,26,1797,2,4,2,0,0.0
1,1,0,1,0,0,33,1423,4,2,4,0,0.0
1,1,0,0,0,0,27,2611,3,4,4,0,17.0
0,1,0,1,0,0,29,1368,2,2,2,29,11.0
1,1,0,0,0,0,35,1514,4,4,4,0,0.0
1,1,0,1,0,0,23,589,1,2,5,154,176.0
0,1,0,0,0,0,54,862,3,4,3,84,103.0
0,1,0,0,0,1,21,411,1,1,1,0,2.0
1,1,0,1,0,0,17,1008,1,3,1,33,32.0
0,1,0,1,0,0,18,1314,5,4,5,0,0.0
0,1,0,1,0,0,23,829,2,3,2,6,0.0
1,1,0,1,0,0,23,929,3,5,3,0,0.0
1,1,0,1,0,0,23,2133,1,3,1,1,0.0
0,1,0,1,0,0,21,270,3,1,3,15,0.0
0,1,0,1,0,0,47,226,2,1,2,0,0.0
0,1,0,0,1,1,27,404,2,4,3,202,242.0
0,1,0,1,0,0,19,790,3,4,3,0,0.0
1,1,0,1,0,0,23,356,3,2,3,28,18.0
0,1,0,1,0,0,9,697,5,4,5,22,19.0
1,1,0,0,0,0,28,1123,2,3,2,0,0.0
0,1,0,1,0,0,35,770,2,3,2,0,0.0
0,1,0,1,0,1,17,861,3,5,3,113,94.0
1,1,0,0,0,1,42,731,2,5,2,0,5.0
1,1,0,1,0,0,21,255,1,3,1,119,108.0
1,1,0,0,0,0,33,328,5,4,5,0,0.0
1,1,0,0,0,1,18,1471,5,5,5,0,0.0
1,1,0,1,0,0,40,946,3,2,3,0,0.0
0,1,0,0,0,1,49,843,3,4,3,6,0.0
0,1,0,0,0,1,45,305,1,5,1,1,0.0
0,1,0,1,0,0,42,259,3,4,3,68,60.0
1,1,0,1,0,0,38,173,3,4,3,0,0.0
0,1,0,0,0,1,22,517,5,5,5,0,0.0
0,1,0,0,0,0,36,1389,5,5,5,2,0.0
0,1,0,1,0,0,14,714,1,5,1,0,0.0
1,1,0,1,0,0,29,693,3,3,3,32,35.0
0,1,0,1,0,0,14,550,5,4,5,23,16.0
1,1,0,1,0,0,22,189,4,4,4,0,0.0
1,1,0,1,0,1,14,763,2,1,2,0,3.0
0,1,0,1,0,0,20,1024,5,3,5,12,34.0
0,1,0,1,0,1,44,1201,5,4,5,16,3.0
0,1,0,1,0,0,26,2586,4,4,2,0,14.0
1,1,0,1,0,0,27,762,3,4,3,1,0.0
0,1,0,0,1,0,56,196,2,4,2,1,6.0
1,1,0,1,0,1,22,679,4,5,4,13,13.0
1,1,0,0,0,1,23,867,5,5,5,22,8.0
0,1,0,1,0,1,27,728,4,4,4,17,19.0
1,1,0,0,0,0,27,1076,1,5,1,0,0.0
0,1,0,1,0,0,26,1102,5,4,5,3,7.0
1,1,0,0,1,0,40,317,5,3,5,56,44.0
1,1,0,1,0,0,22,620,1,1,1,0,0.0
1,1,0,0,0,1,25,551,2,5,2,0,0.0
1,1,0,0,0,0,59,213,5,2,5,0,0.0
0,1,0,0,0,1,38,223,3,5,3,1,0.0
0,1,0,1,0,1,21,630,3,5,3,0,0.0
0,1,0,1,0,0,32,925,4,3,4,0,20.0
0,1,0,1,0,1,22,163,4,2,4,0,0.0
1,1,0,1,0,0,11,999,1,4,1,7,21.0
0,1,0,1,0,0,20,74,5,5,5,0,4.0
0,1,0,0,0,1,37,1423,2,5,2,0,0.0
1,1,0,0,0,1,23,1074,3,4,3,0,0.0
0,1,0,1,0,0,15,1097,2,3,2,7,0.0
0,1,0,1,0,0,26,184,3,2,3,0,15.0
0,1,0,1,0,0,21,805,5,3,5,9,4.0
0,1,0,0,0,1,37,481,3,5,3,0,3.0
1,1,0,1,0,0,24,687,5,3,5,0,0.0
0,1,0,1,0,0,22,1272,4,5,4,0,0.0
1,1,0,1,0,0,22,399,5,4,5,2,4.0
0,1,0,0,0,1,23,174,1,2,1,0,0.0
0,1,0,1,0,0,24,1014,3,3,3,46,42.0
0,1,0,0,0,0,26,247,2,5,2,2,5.0
1,1,0,0,0,0,39,1250,1,4,1,0,0.0
1,1,0,0,0,0,33,338,1,5,1,0,0.0
1,1,0,1,0,0,22,271,2,4,2,0,0.0
0,1,0,0,0,0,55,228,3,5,3,0,0.0
1,1,0,0,0,0,39,74,5,4,5,0,0.0
1,1,0,1,0,0,37,480,3,3,3,0,0.0
0,1,0,1,0,0,24,822,5,4,5,0,0.0
1,1,0,1,0,0,26,692,5,3,5,9,13.0
1,1,0,1,0,1,22,284,3,5,3,105,125.0
1,1,0,1,0,0,27,187,5,3,5,0,3.0
0,1,0,1,0,0,26,205,4,1,4,0,0.0
0,1,0,0,0,0,28,1242,2,4,2,37,36.0
0,1,0,0,0,1,23,341,1,4,1,29,14.0
1,1,0,1,0,0,39,325,3,1,3,6,0.0
0,1,0,0,0,1,27,2425,4,3,4,5,0.0
1,1,0,0,0,1,38,373,2,5,2,0,0.0
0,1,0,0,0,0,25,413,1,5,1,0,12.0
0,1,0,0,0,1,26,451,2,4,2,0,0.0
0,1,0,1,0,0,26,733,1,3,1,5,0.0
1,1,0,1,0,0,23,964,1,4,1,0,0.0
0,1,0,0,0,0,40,1448,1,3,1,0,0.0
0,1,0,0,0,0,31,1749,1,3,1,10,0.0
1,1,0,0,0,1,21,248,4,5,4,20,22.0
0,1,0,1,0,0,29,190,4,3,4,0,12.0
0,1,0,1,0,0,27,422,3,3,3,0,0.0
1,1,0,0,0,1,39,235,5,4,5,121,118.0
0,1,0,1,0,0,24,473,5,1,5,0,0.0
1,1,0,1,0,0,24,224,3,5,3,0,0.0
0,1,0,0,0,0,42,317,4,4,4,3,32.0
0,1,0,1,0,0,35,755,2,2,2,0,0.0
0,1,0,1,0,0,33,999,1,3,1,33,19.0
1,1,0,1,0,1,23,448,2,5,2,18,8.0
0,1,0,1,0,0,22,928,2,3,2,14,15.0
0,1,0,1,0,0,16,964,4,3,4,16,4.0
0,1,0,1,0,1,23,222,3,5,3,0,7.0
0,1,0,0,0,0,38,1576,2,4,2,2,0.0
0,1,0,0,0,0,25,628,2,5,2,0,0.0
0,1,0,1,0,0,28,971,2,3,2,0,0.0
0,1,0,1,0,0,27,425,4,2,4,2,0.0
0,1,0,1,0,0,25,488,1,3,1,10,0.0
1,1,0,1,0,0,13,550,1,3,1,0,0.0
1,1,0,1,0,0,30,584,1,4,2,135,134.0
1,1,0,0,0,0,30,1069,4,3,4,0,0.0
0,1,0,0,0,1,22,1180,2,5,2,0,0.0
0,1,0,0,0,1,26,345,1,4,1,14,12.0
1,1,0,1,0,0,23,414,2,4,2,1,0.0
0,1,0,0,0,0,40,427,2,4,2,1,0.0
1,1,0,0,0,1,26,844,2,5,2,0,0.0
0,1,0,0,0,0,36,369,4,5,4,42,40.0
1,1,0,1,0,0,49,788,1,4,2,222,225.0
1,1,0,1,0,1,10,908,4,5,4,20,0.0
1,1,0,1,0,0,47,448,2,3,2,52,46.0
0,1,0,1,0,0,38,365,2,4,2,1,0.0
1,1,0,1,0,1,59,409,3,5,3,0,5.0
0,1,0,1,0,0,56,213,4,1,4,0,0.0
1,1,0,1,0,0,23,1373,2,4,2,0,0.0
0,1,0,1,0,0,22,1355,3,2,3,18,19.0
0,1,0,1,0,0,37,101,3,5,3,0,0.0
1,1,0,1,0,1,18,547,2,3,2,17,0.0
1,1,0,1,0,0,20,370,4,2,4,0,0.0
0,1,0,1,0,0,43,226,4,1,4,3,0.0
0,1,0,1,0,0,22,1086,5,3,5,0,0.0
0,1,0,0,0,0,38,937,5,5,5,0,0.0
0,1,0,0,0,1,21,448,2,5,2,0,0.0
0,1,0,1,0,0,23,725,1,4,1,11,18.0
0,1,0,0,0,1,25,1436,3,4,3,0,0.0
0,1,0,1,0,0,35,2153,4,2,4,0,0.0
1,1,0,0,0,0,25,834,3,4,3,0,5.0
0,1,0,1,0,0,23,859,5,4,5,17,21.0
0,1,0,1,0,0,22,308,4,4,4,11,10.0
1,1,0,0,0,0,59,151,5,5,5,10,2.0
0,1,0,0,0,1,21,280,3,5,3,0,0.0
0,1,0,0,0,0,43,296,2,3,2,0,0.0
1,1,0,0,0,0,36,2447,2,4,2,0,0.0
0,1,0,1,0,0,22,1096,4,4,4,41,21.0
0,1,0,0,0,1,24,584,3,5,3,27,8.0
0,1,0,1,0,0,24,813,5,4,5,0,7.0
0,1,0,0,0,0,25,577,4,5,4,0,0.0
1,1,0,1,0,0,21,594,4,4,4,0,0.0
1,1,0,0,0,1,24,239,3,4,3,106,105.0
0,1,0,1,0,0,24,578,3,4,3,0,0.0
0,1,0,0,0,0,40,748,5,2,5,0,0.0
1,1,0,0,0,1,39,282,4,2,4,0,0.0
0,1,0,1,0,0,24,230,1,5,1,0,3.0
0,1,0,0,0,0,22,603,1,4,1,0,32.0
0,1,0,1,0,0,29,761,3,3,3,0,20.0
0,1,0,1,0,0,25,1167,2,4,2,0,0.0
1,1,0,0,0,0,37,296,4,5,4,0,0.0
1,1,0,0,0,1,23,1041,3,5,3,0,0.0
1,1,0,0,1,0,30,641,1,3,1,0,0.0
1,1,0,0,0,1,30,1475,5,5,5,9,0.0
1,1,0,1,0,0,23,187,4,5,4,0,0.0
0,1,0,1,0,0,26,216,5,5,5,0,0.0
1,1,0,1,0,0,34,725,3,2,3,21,21.0
1,1,0,1,0,0,22,377,3,4,3,44,38.0
0,1,0,0,0,0,33,651,4,5,4,0,0.0
1,1,0,1,0,0,42,427,5,3,5,0,12.0
0,1,0,1,0,0,29,173,5,4,5,3,5.0
0,1,0,1,0,1,24,679,2,4,2,0,0.0
1,1,0,1,0,0,25,700,3,4,3,51,38.0
0,1,0,1,0,0,25,2402,2,4,2,0,0.0
0,1,0,1,0,0,45,1452,2,4,2,2,30.0
0,1,0,1,0,0,22,1044,5,4,5,0,4.0
1,1,0,1,0,0,42,134,2,1,2,69,66.0
0,1,0,1,0,0,11,1290,3,4,3,4,46.0
0,1,0,1,0,0,23,231,3,4,3,0,0.0
1,1,0,0,0,0,35,1947,1,3,1,0,9.0
1,1,0,1,0,0,22,612,2,4,2,0,0.0
1,1,0,0,0,0,25,484,1,5,1,0,0.0
0,1,0,0,0,0,28,532,2,4,2,0,0.0
0,1,0,0,0,0,47,436,5,4,5,7,0.0
1,1,0,1,0,0,14,787,2,3,2,106,107.0
0,1,0,1,0,0,29,761,3,3,3,0,0.0
0,1,0,0,0,0,23,545,4,3,4,5,17.0
1,1,1,1,0,1,19,253,3,2,3,0,0.0
1,1,0,1,0,1,26,1034,3,2,3,64,47.0
1,1,0,0,0,1,20,594,3,5,3,0,0.0
0,1,0,1,0,0,48,960,3,5,3,32,2.0
0,1,0,0,0,0,41,2446,4,4,4,2,0.0
1,1,0,0,0,1,23,1165,1,5,1,79,63.0
0,1,0,0,0,0,27,421,1,4,1,20,21.0
1,1,0,1,0,0,41,406,4,2,4,0,0.0
1,1,0,1,0,0,21,153,5,4,5,0,0.0
0,1,0,0,0,0,33,544,5,4,5,0,27.0
1,1,0,0,0,1,24,776,2,5,2,51,42.0
1,1,0,0,0,1,23,632,5,5,2,154,141.0
0,1,0,1,0,1,22,854,1,1,1,6,0.0
0,1,0,1,0,0,22,164,3,5,3,0,0.0
1,1,0,1,0,0,23,296,3,4,3,0,0.0
1,1,0,1,0,0,43,139,4,3,4,0,0.0
0,1,0,0,0,0,40,691,1,4,1,37,65.0
0,1,0,1,0,0,23,133,1,3,1,0,0.0
1,1,0,1,0,0,36,160,2,3,2,0,0.0
1,1,0,0,0,0,41,2640,2,4,2,23,0.0
1,1,0,0,0,0,55,1721,4,4,4,29,31.0
1,1,0,1,0,1,40,152,4,1,4,138,130.0
1,1,0,1,0,0,34,746,4,3,4,1,18.0
1,1,0,0,0,0,42,237,2,5,2,5,8.0
0,1,0,0,0,0,36,258,2,5,2,8,6.0
1,1,0,0,0,0,44,391,5,4,5,1,0.0
1,1,0,0,0,0,26,192,4,4,4,0,0.0
1,1,0,0,0,0,32,888,3,5,3,7,1.0
1,1,0,1,0,0,23,1188,2,4,2,0,0.0
1,1,0,1,0,0,21,223,4,2,4,0,0.0
1,1,0,1,0,0,47,720,2,5,2,0,7.0
0,1,0,0,1,0,33,402,5,3,5,0,0.0
1,1,0,0,0,0,54,1050,1,5,1,0,0.0
0,1,0,1,0,0,11,986,4,3,4,0,0.0
1,1,0,0,0,0,25,516,4,4,4,0,0.0
1,1,0,0,0,1,28,868,3,5,3,0,0.0
0,1,0,1,0,1,23,1242,4,4,4,0,0.0
1,1,0,0,0,1,23,1434,3,5,3,17,20.0
0,1,0,0,0,1,38,1547,3,4,3,9,3.0
0,1,1,0,0,0,66,622,2,3,2,13,24.0
1,1,0,0,0,0,29,719,3,5,3,0,0.0
0,1,0,1,0,0,21,472,1,5,1,76,70.0
0,1,0,0,0,0,38,429,2,5,2,0,0.0
1,1,0,1,0,0,28,554,4,2,4,0,0.0
1,1,0,1,0,1,21,204,1,5,1,0,0.0
1,1,0,1,0,1,23,192,5,4,5,0,0.0
1,1,0,1,0,0,54,331,5,2,5,0,0.0
1,1,0,0,0,0,36,214,5,5,5,1,0.0
1,1,0,1,0,0,25,83,1,4,1,27,21.0
0,1,0,1,0,0,59,417,4,3,4,35,58.0
0,1,0,0,0,0,27,1576,3,5,3,0,0.0
1,1,0,1,0,0,52,651,3,3,3,0,0.0
1,1,0,1,0,0,19,770,4,1,4,0,6.0
1,1,0,1,0,0,30,780,2,4,2,0,0.0
0,1,0,1,0,0,20,368,1,2,1,24,10.0
1,1,0,1,0,0,62,399,2,3,2,0,0.0
1,1,0,1,0,0,37,867,1,4,1,0,4.0
0,1,0,0,0,1,22,1378,4,4,2,0,0.0
1,1,0,0,0,1,19,517,3,5,3,7,8.0
0,1,0,1,0,0,30,501,1,3,1,0,0.0
1,1,0,1,0,0,12,854,5,4,5,84,78.0
1,1,0,1,0,0,8,925,4,4,4,2,21.0
1,1,0,1,0,0,22,238,2,1,2,0,0.0
0,1,0,0,0,0,42,213,1,5,1,0,0.0
1,1,0,1,0,1,57,119,4,4,4,0,0.0
0,1,0,1,0,1,21,859,5,4,5,0,0.0
1,1,0,1,0,0,21,229,4,1,4,51,47.0
0,1,0,0,0,0,26,368,4,5,4,0,0.0
0,1,0,1,0,0,35,140,5,4,5,7,0.0
0,1,0,1,0,0,24,1204,2,4,2,0,10.0
0,1,0,1,0,0,42,86,1,4,1,0,0.0
1,1,0,1,0,0,36,1005,4,5,4,35,21.0
1,1,0,0,0,1,28,874,3,5,3,0,0.0
0,1,0,0,0,0,62,1744,1,4,1,16,35.0
1,1,0,1,0,0,24,545,4,4,4,16,17.0
0,1,0,0,0,1,17,1242,4,4,4,18,11.0
0,1,0,1,0,0,28,853,5,3,5,0,0.0
0,1,0,1,0,1,22,515,3,4,3,81,84.0
0,1,0,0,0,0,32,931,3,3,3,24,6.0
0,1,0,1,0,1,28,1134,5,2,5,16,3.0
1,1,0,0,0,0,29,347,4,2,4,0,0.0
0,1,0,0,0,0,34,236,2,4,2,0,0.0
1,1,0,0,0,0,35,919,2,5,2,85,87.0
0,1,0,0,0,1,22,248,3,5,3,11,3.0
0,1,0,1,0,0,38,919,4,4,4,0,0.0
0,1,0,0,0,0,42,991,2,5,2,10,8.0
1,1,0,0,0,0,35,338,4,5,4,0,0.0
0,1,1,1,0,1,29,290,2,4,2,0,0.0
0,1,0,0,0,1,37,314,2,4,2,0,0.0
0,1,0,0,0,0,43,356,4,5,4,6,19.0
0,1,0,1,0,0,22,109,3,3,1,235,235.0
1,1,0,0,0,0,25,370,3,4,3,126,119.0
1,1,0,0,0,1,29,197,2,4,2,47,55.0
1,1,0,1,0,0,35,328,2,4,2,2,0.0
1,1,0,0,0,0,33,109,4,4,4,26,46.0
0,1,0,1,0,0,45,323,3,4,3,0,0.0
0,1,0,1,0,0,43,328,2,4,2,29,35.0
1,1,0,0,0,0,34,1080,3,3,3,14,40.0
1,1,0,1,0,0,36,258,3,5,3,61,58.0
0,1,0,1,0,0,20,874,5,3,5,3,11.0
0,1,0,1,0,0,22,529,3,3,3,0,0.0
1,1,0,1,0,0,33,164,1,3,1,4,26.0
0,1,0,0,0,1,29,1090,5,5,5,0,1.0
0,1,0,1,0,0,42,1062,2,3,2,14,23.0
0,1,0,0,0,0,26,1020,5,4,5,0,0.0
1,1,0,0,0,1,40,1635,3,4,1,173,183.0
0,1,0,1,0,0,26,170,4,3,4,20,11.0
0,1,0,1,0,0,15,1371,2,4,2,0,0.0
0,1,0,0,0,0,37,247,2,5,2,0,0.0
0,1,0,1,0,0,24,1197,5,4,5,0,0.0
1,1,0,1,0,0,36,1258,5,3,5,0,11.0
0,1,0,1,0,1,20,1481,5,4,5,5,0.0
0,1,0,1,0,0,26,878,4,5,2,0,0.0
1,1,0,0,0,1,22,224,4,5,4,0,8.0
0,1,0,0,0,0,37,1464,1,4,1,0,0.0
0,1,0,1,0,0,38,303,4,2,4,23,6.0
1,1,0,0,0,1,26,157,4,5,4,96,117.0
1,1,0,1,0,0,27,945,3,4,3,0,0.0
1,1,0,0,0,0,36,2475,5,4,5,5,0.0
0,1,0,0,0,0,46,967,5,5,5,10,0.0
1,1,0,1,0,0,8,612,5,3,5,0,0.0
0,1,0,1,0,0,38,100,5,3,5,60,52.0
0,1,0,0,0,0,37,581,2,5,2,0,0.0
0,1,0,1,0,1,23,143,4,3,4,0,0.0
0,1,0,0,0,0,37,237,2,5,2,0,0.0
0,1,0,0,0,0,32,985,2,4,2,5,0.0
0,1,0,1,0,0,22,589,1,3,1,13,9.0
0,1,0,1,0,0,24,987,4,5,4,14,2.0
1,1,0,0,0,0,35,280,2,4,2,4,22.0
0,1,0,0,0,0,35,1089,2,5,2,2,0.0
1,1,0,0,0,0,27,271,4,1,4,2,0.0
0,1,0,0,1,0,29,985,1,4,1,22,28.0
1,1,0,1,0,0,21,745,1,4,1,0,0.0
1,1,0,0,0,0,36,447,3,5,3,0,0.0
0,1,0,0,0,0,34,888,1,5,1,0,16.0
0,1,0,0,1,0,42,212,5,4,5,0,0.0
0,1,0,1,0,0,33,119,3,3,3,0,0.0
1,1,0,1,0,0,35,298,5,1,5,0,0.0
1,1,0,1,0,0,16,214,4,4,4,14,24.0
0,1,0,1,0,0,23,169,1,3,1,0,0.0
1,1,0,0,0,0,36,1087,3,4,3,0,0.0
0,1,0,0,0,1,23,404,4,5,4,0,0.0
0,1,0,0,0,0,36,404,1,5,1,6,15.0
0,1,0,1,0,0,37,304,2,3,2,0,3.0
0,1,0,0,0,0,25,547,4,4,4,0,0.0
0,1,0,1,0,0,22,1276,3,5,3,0,0.0
0,1,0,0,0,1,38,911,2,5,2,4,0.0
0,1,0,0,0,0,47,783,1,4,1,12,9.0
0,1,0,0,0,1,37,447,1,4,1,0,0.0
0,1,0,1,0,1,24,957,4,4,4,0,0.0
1,1,0,1,0,0,29,1121,3,2,3,24,20.0
0,1,0,1,0,0,38,297,4,5,4,0,0.0
1,1,0,0,0,1,22,895,2,4,2,0,0.0
0,1,0,0,0,1,21,508,2,5,2,0,0.0
1,1,0,0,0,0,10,1069,1,3,1,0,0.0
1,1,0,0,0,0,25,386,2,4,2,94,94.0
0,1,0,1,0,0,25,950,4,2,4,0,0.0
1,1,0,1,0,0,27,528,3,3,3,8,3.0
1,1,0,1,0,0,38,927,1,1,1,0,0.0
1,1,0,0,0,0,39,338,4,4,4,0,0.0
0,1,0,0,0,0,50,1670,2,5,2,0,4.0
1,1,0,1,0,0,23,370,2,3,2,52,47.0
0,1,0,1,0,0,25,352,4,2,4,12,5.0
1,1,0,1,0,0,48,1119,2,4,2,6,1.0
1,1,0,1,0,1,12,1084,4,4,4,10,3.0
1,1,0,0,0,1,23,480,3,5,3,0,0.0
0,1,0,1,0,0,39,369,2,3,2,0,0.0
1,1,0,0,0,1,38,213,2,4,2,0,0.0
0,1,0,0,0,1,25,639,4,5,4,23,23.0
1,1,0,0,1,0,17,302,4,1,4,0,0.0
1,1,0,0,0,1,39,651,4,4,4,10,0.0
1,1,0,0,0,0,26,237,5,3,5,1,0.0
1,1,0,0,0,0,33,1747,4,4,4,6,0.0
0,1,0,0,0,0,36,468,4,5,1,157,135.0
0,1,0,0,0,0,36,946,2,4,2,6,0.0
1,1,0,1,0,0,23,590,3,4,3,2,19.0
0,1,0,1,0,0,29,925,1,4,1,0,0.0
0,1,0,1,0,0,25,674,5,5,5,1,9.0
0,1,0,0,1,0,26,925,4,4,4,65,51.0
0,1,0,0,1,0,33,337,2,3,2,4,0.0
1,1,0,1,0,0,23,370,3,3,3,0,0.0
0,1,0,1,0,0,27,326,5,5,5,0,2.0
0,1,0,1,0,0,25,347,1,2,1,14,11.0
1,1,0,1,0,0,26,1195,1,5,1,0,0.0
1,1,0,0,0,0,35,1123,5,3,5,0,0.0
0,1,0,1,0,0,22,764,3,3,3,67,50.0
1,1,0,0,0,1,11,784,5,4,4,0,0.0
0,1,0,1,0,0,25,944,4,3,4,0,7.0
1,1,0,0,0,0,33,438,1,3,1,0,0.0
1,1,0,0,0,0,59,236,4,3,4,53,55.0
0,1,0,0,0,0,26,762,4,4,4,0,0.0
1,1,0,1,0,0,39,326,5,2,5,14,10.0
0,1,1,1,0,0,56,590,4,2,4,1,0.0
0,1,0,1,0,0,48,814,4,3,4,6,10.0
0,1,0,1,0,1,23,1242,4,1,4,0,0.0
1,1,0,0,0,0,27,287,5,2,5,104,91.0
0,1,0,0,0,0,31,1910,3,2,3,0,0.0
1,1,0,1,0,0,26,946,4,3,4,0,17.0
1,1,0,0,0,0,38,432,1,4,1,0,0.0
1,1,0,1,0,1,25,323,5,4,5,33,23.0
1,1,0,1,0,0,24,2704,4,3,2,6,10.0
1,1,0,0,1,0,35,2405,2,1,2,0,0.0
0,1,0,1,0,1,22,570,2,4,2,7,12.0
0,1,0,1,0,0,9,1047,2,3,2,0,0.0
0,1,0,0,0,1,21,536,5,4,5,0,0.0
1,1,0,1,0,1,22,1034,2,5,2,80,66.0
0,1,0,0,0,1,22,753,4,5,4,0,0.0
1,1,0,1,0,0,33,329,2,3,2,60,62.0
1,1,0,1,0,0,17,1346,4,1,4,0,0.0
0,1,0,1,0,0,26,1080,4,2,4,2,13.0
0,1,0,1,0,0,37,887,5,4,5,9,0.0
0,1,0,1,0,0,57,226,1,3,1,0,0.0
0,1,0,1,0,0,28,427,3,5,3,19,0.0
1,1,0,1,0,0,48,247,1,3,1,55,42.0
0,1,0,1,0,0,38,134,2,3,2,24,19.0
0,1,0,0,0,1,25,1172,4,5,4,0,0.0
0,1,0,1,0,0,25,191,3,4,3,0,0.0
0,1,0,0,1,0,34,481,1,5,1,0,0.0
0,1,0,1,0,0,35,1133,5,2,5,0,0.0
1,1,0,0,0,0,37,762,5,3,5,18,16.0
0,1,0,0,0,1,26,993,5,4,5,0,0.0
1,1,0,1,0,0,23,692,4,5,4,67,80.0
0,1,0,0,0,1,25,733,3,5,3,0,0.0
1,1,0,0,0,1,22,761,5,4,5,10,8.0
0,1,0,1,0,0,22,534,1,4,1,0,0.0
0,1,0,0,0,1,22,1589,3,5,3,24,0.0
0,1,0,1,0,0,23,602,2,4,2,0,0.0
0,1,0,1,0,0,20,110,4,2,4,0,4.0
1,1,0,0,0,1,22,651,4,4,4,0,0.0
0,1,0,1,0,1,19,287,1,3,1,0,0.0
0,1,0,1,0,0,39,180,5,2,5,7,0.0
0,1,0,1,0,0,20,250,4,3,4,0,0.0
0,1,0,0,0,1,21,1303,3,5,3,18,0.0
1,1,0,0,0,0,30,746,4,5,4,0,0.0
0,1,0,0,0,1,20,1129,5,4,5,0,0.0
0,1,0,1,0,0,44,230,3,1,3,0,0.0
1,1,0,1,0,0,55,199,4,2,4,0,0.0
1,1,0,0,0,1,38,164,1,5,1,0,0.0
1,1,0,1,0,0,38,419,4,3,4,0,0.0
0,1,0,1,0,0,23,991,4,3,4,7,48.0
0,1,0,0,0,0,22,964,2,3,2,17,3.0
1,1,0,1,0,0,26,147,4,4,4,0,0.0
0,1,0,1,0,0,51,548,2,4,2,0,0.0
0,1,0,1,0,1,22,129,4,2,4,0,0.0
0,1,0,1,0,1,62,736,5,5,5,8,0.0
0,1,0,0,0,1,48,1276,1,4,1,0,0.0
1,1,0,0,0,1,42,3904,5,3,5,43,26.0
0,1,0,0,1,0,57,1148,1,4,1,149,115.0
0,1,0,1,0,0,38,226,3,3,3,0,0.0
0,1,0,1,0,0,25,946,4,4,4,1,17.0
0,1,0,0,0,0,26,802,1,4,1,1,22.0
0,1,0,1,0,1,20,489,3,1,3,1,15.0
1,1,0,1,0,0,27,451,4,4,4,92,93.0
0,1,0,0,0,0,39,387,5,3,5,0,0.0
1,1,0,1,0,0,24,1723,3,5,3,9,0.0
0,1,0,0,0,0,36,270,1,4,1,0,1.0
0,1,0,0,1,0,18,455,3,1,3,27,30.0
1,1,0,0,0,1,24,630,4,5,4,0,0.0
1,1,0,1,0,0,25,519,5,1,5,0,2.0
0,1,0,0,0,0,22,558,1,3,1,23,21.0
1,1,0,0,0,0,38,1199,2,4,2,0,0.0
1,1,0,1,0,0,23,971,5,4,5,15,4.0
0,1,0,1,0,0,34,488,5,2,5,68,87.0
1,1,0,1,0,0,20,1234,5,4,5,0,0.0
1,1,0,1,0,0,38,620,5,3,5,0,9.0
1,1,0,1,0,0,8,978,4,3,4,3,0.0
0,1,0,0,0,0,25,1476,4,5,4,0,0.0
0,1,0,1,0,0,61,331,3,4,3,0,0.0
0,1,0,0,0,0,42,414,2,4,2,0,0.0
0,1,0,1,0,0,28,1023,4,3,4,0,0.0
0,1,0,0,0,0,28,2677,3,4,2,1,0.0
0,1,0,1,0,0,26,262,3,3,3,39,27.0
0,1,0,0,0,1,22,453,1,5,1,12,0.0
1,1,0,0,0,0,49,781,4,5,4,93,89.0
1,1,0,0,0,0,27,89,1,5,1,0,0.0
1,1,0,1,0,0,25,1223,5,3,5,30,45.0
0,1,0,1,0,0,20,599,3,3,3,28,31.0
0,1,0,1,0,0,57,843,4,4,4,2,1.0
1,1,0,1,0,0,49,208,4,1,4,2,0.0
0,1,0,1,0,1,21,250,1,5,1,0,0.0
1,1,0,1,0,1,20,894,2,1,2,40,38.0
0,1,0,0,0,0,34,544,2,4,2,0,0.0
0,1,0,0,0,1,26,181,4,5,4,0,0.0
1,1,0,1,0,0,48,328,4,3,4,8,2.0
0,1,0,0,0,0,27,214,3,4,3,0,3.0
0,1,0,1,0,0,25,594,2,4,2,0,0.0
0,1,0,1,0,0,24,364,4,5,4,0,10.0
0,1,0,0,0,0,48,951,1,4,1,16,15.0
0,1,0,1,0,0,55,399,2,3,2,0,0.0
1,1,0,1,0,0,21,1220,5,4,5,0,7.0
0,1,0,0,0,0,39,1197,1,4,1,0,0.0
0,1,0,1,0,0,28,744,1,1,1,0,0.0
0,1,0,0,0,1,20,342,4,5,4,6,0.0
0,1,0,1,0,0,57,925,3,1,4,16,17.0
0,1,0,1,0,0,24,907,5,3,5,23,23.0
1,1,0,0,0,0,36,358,2,5,2,0,0.0
1,1,0,0,0,1,45,370,4,4,4,94,88.0
0,1,0,1,0,0,37,204,4,3,4,0,0.0
0,1,0,1,0,0,36,689,3,3,3,0,0.0
1,1,0,0,0,0,27,2125,5,3,5,0,0.0
1,1,0,0,0,1,58,272,4,2,4,0,0.0
1,1,0,1,0,0,68,975,4,4,4,0,0.0
1,1,0,1,0,0,57,296,3,2,3,0,0.0
1,1,0,1,0,0,26,89,4,4,4,0,0.0
0,1,0,1,0,0,72,280,3,4,3,0,8.0
